                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.33906,                  1.089,                0.82814,                0.94973,                0.91064,                0.97689,                0.94979,                0.26857,                 1.0197,                0.79589,             0.00064333,             0.00064333,             0.00064333
                     25,                0.32219,                0.90728,                0.83175,                0.86082,                0.90726,                0.96354,                0.94009,                 0.2707,                 1.0151,                0.79491,             0.00063508,             0.00063508,             0.00063508
                     26,                0.39872,                0.99346,                0.95613,                0.94225,                0.95505,                0.98583,                0.95423,                0.27645,                0.81145,                0.79725,             0.00062683,             0.00062683,             0.00062683
                     27,                 0.3571,                 1.0607,                0.81148,                0.87548,                0.93611,                0.96139,                0.93163,                0.27445,                0.94733,                0.79587,             0.00061859,             0.00061859,             0.00061859
                     28,                0.32867,                 1.0595,                0.80131,                0.95117,                0.94319,                0.97173,                0.94993,                0.27142,                0.89505,                0.79307,             0.00061034,             0.00061034,             0.00061034
                     29,                0.33997,                0.95881,                0.81376,                0.93387,                 0.9788,                0.98204,                0.96949,                0.26878,                0.86192,                0.79413,             0.00060209,             0.00060209,             0.00060209
                     30,                0.32956,                0.95727,                0.80982,                0.86536,                0.92243,                0.98715,                0.97202,                0.27659,                0.90261,                 0.7977,             0.00059385,             0.00059385,             0.00059385
                     31,                0.31915,                0.85814,                0.81636,                0.90757,                0.98954,                0.99301,                0.97902,                0.25853,                0.74965,                0.79447,              0.0005856,              0.0005856,              0.0005856
                     32,                0.29076,                0.86121,                0.78535,                0.96672,                0.99195,                0.99198,                0.97213,                 0.2589,                0.71426,                  0.796,             0.00057735,             0.00057735,             0.00057735
                     33,                0.31926,                0.89023,                 0.8171,                0.93723,                0.98341,                 0.9889,                0.97403,                0.25057,                0.74966,                0.79327,             0.00056911,             0.00056911,             0.00056911
                     34,                0.34265,                 0.8605,                0.80835,                0.96002,                0.98843,                0.99147,                0.97224,                0.25131,                0.70495,                0.79336,             0.00056086,             0.00056086,             0.00056086
                     35,                0.33031,                0.84442,                0.81556,                0.92181,                0.96829,                0.99173,                0.97744,                0.24442,                0.71198,                0.79575,             0.00055261,             0.00055261,             0.00055261
                     36,                0.30647,                0.82081,                0.78899,                0.98716,                0.98909,                  0.995,                0.98467,                0.23982,                0.63919,                0.79179,             0.00054437,             0.00054437,             0.00054437
                     37,                0.31907,                 1.0531,                0.81149,                0.98584,                0.99117,                  0.995,                0.98079,                0.24253,                0.62953,                0.79143,             0.00053612,             0.00053612,             0.00053612
                     38,                0.31886,                0.92094,                0.79355,                0.94717,                0.99672,                0.99481,                0.98528,                0.24843,                0.66287,                0.79096,             0.00052787,             0.00052787,             0.00052787
                     39,                 0.3015,                0.74347,                0.82469,                0.99261,                0.99639,                  0.995,                0.98658,                0.23436,                0.61045,                0.79224,             0.00051963,             0.00051963,             0.00051963
                     40,                 0.2909,                0.81322,                0.79778,                0.96721,                      1,                  0.995,                0.97714,                0.23586,                0.60257,                0.79446,             0.00051138,             0.00051138,             0.00051138
                     41,                0.28823,                0.66733,                0.81824,                0.97417,                 0.9849,                0.99469,                0.98144,                0.22868,                0.61781,                0.79281,             0.00050313,             0.00050313,             0.00050313
                     42,                 0.3112,                0.80097,                0.81782,                0.98863,                0.99754,                  0.995,                0.97172,                0.25881,                0.62338,                0.79696,             0.00049489,             0.00049489,             0.00049489
                     43,                0.29284,                0.77194,                  0.832,                0.98652,                      1,                  0.995,                0.97529,                0.23346,                0.62259,                0.79176,             0.00048664,             0.00048664,             0.00048664
